City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
309,pachora,0,IN,1518819172,73,20.66,75.35,54.34,2.62
310,sharjah,0,AE,1518814800,56,25.36,55.39,73.4,4.7
311,vestmannaeyjar,80,IS,1518819173,100,63.44,-20.27,37.73,13.29
312,port macquarie,40,AU,1518814800,88,-31.43,152.91,68.0,5.82
313,isangel,88,VU,1518819175,100,-19.55,169.27,80.89,20.56
314,mantua,48,IT,1518816000,86,45.16,10.79,41.0,5.82
315,fortuna,0,ES,1518818400,93,38.18,-1.13,53.6,1.12
316,san quintin,20,PH,1518818400,100,17.54,120.52,73.4,2.24
317,broken hill,0,AU,1518819179,77,-31.97,141.45,61.76,8.59
318,katsuura,40,JP,1518816000,87,33.93,134.5,46.4,19.46
319,yaan,0,NG,1518819180,64,7.38,8.57,79.13,2.89
320,ust-maya,32,RU,1518819181,73,60.42,134.54,-24.91,3.29
321,anadyr,75,RU,1518816600,100,64.73,177.51,28.4,17.9
322,dhidhdhoo,32,MV,1518819182,100,6.88,73.1,82.15,6.35
323,norman wells,75,CA,1518814800,66,65.28,-126.83,15.8,23.04
324,skibotn,0,NO,1518817800,85,69.39,20.27,17.6,2.24
325,sterling,90,US,1518818520,71,39.0,-77.4,57.2,17.22
326,hennenman,12,ZA,1518819185,92,-27.97,27.03,59.2,2.84
327,itarema,48,BR,1518818967,83,-2.92,-39.92,80.8,7.54
328,qandala,0,SO,1518819186,98,11.47,49.87,62.8,3.0
329,voh,92,NC,1518819187,98,-20.95,164.69,78.14,20.96
330,coracao de jesus,0,BR,1518819188,49,-16.69,-44.37,80.89,8.88
331,valparaiso,20,US,1518817500,64,41.47,-87.06,35.6,3.36
332,fairbanks,1,US,1518814680,92,64.84,-147.72,14.0,3.36
333,tirumullaivasal,32,IN,1518819189,93,11.24,79.84,74.32,7.76
334,namibe,24,AO,1518819189,100,-15.19,12.15,77.42,8.25
335,tucupita,100,VE,1518819190,63,9.06,-62.05,82.19,8.93
336,flinders,90,AU,1518814800,73,-34.58,150.85,69.8,3.11
337,howard springs,75,AU,1518818400,94,-12.5,131.05,77.0,5.82
338,ilulissat,90,GL,1518817800,70,69.22,-51.1,1.4,9.17
339,nakamura,20,JP,1518816600,65,35.17,136.87,44.6,18.34
340,tezu,0,IN,1518819193,48,27.93,96.16,50.47,1.88
341,beyneu,0,KZ,1518819194,61,45.32,55.19,-6.69,4.29
342,pierre,1,US,1518817980,68,44.37,-100.35,30.2,8.05
343,santa luzia,20,BR,1518814800,50,-19.77,-43.85,80.6,6.93
344,karaton,20,ID,1518818400,88,-6.34,106.1,77.0,4.7
345,sabya,0,YE,1518819197,83,16.19,43.1,61.49,1.83
346,basco,1,US,1518816900,39,40.33,-91.2,33.8,9.17
347,manaure,20,CO,1518814800,40,11.78,-72.45,89.6,16.11
348,bayir,75,TR,1518816000,93,37.27,28.22,46.4,2.06
349,morondava,0,MG,1518819199,100,-20.3,44.28,76.88,1.72
350,faanui,92,PF,1518819200,99,-16.48,-151.75,82.51,17.16
351,laramie,90,US,1518817980,40,41.31,-105.59,42.8,10.29
352,egvekinot,80,RU,1518819202,93,66.32,-179.17,27.83,6.87
